#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         482    -7.56571    -7.55706  0.00271951
         483    -7.56523    -7.55707  0.00271393
         484     -7.5636    -7.55709  0.00270836
         485    -7.56116     -7.5571  0.00270279
         486    -7.55952     -7.5571  0.00269723
         487    -7.55836     -7.5571   0.0026917
         488     -7.5564     -7.5571  0.00268618
         489    -7.55364    -7.55709   0.0026807
         490    -7.55106    -7.55708  0.00267525
         491    -7.54997    -7.55707  0.00266984
         492    -7.54747    -7.55705  0.00266449
         493    -7.54517    -7.55702  0.00265919
         494    -7.54343      -7.557  0.00265395
         495     -7.5403    -7.55696  0.00264881
         496    -7.53806    -7.55692  0.00264374
         497    -7.53608    -7.55688  0.00263875
         498    -7.53339    -7.55684  0.00263388
         499    -7.53034    -7.55678  0.00262913
         500     -7.5279    -7.55672  0.00262451
         501    -7.52576    -7.55666     0.00262
         502    -7.52295     -7.5566  0.00261564
         503    -7.52014    -7.55652  0.00261144
         504    -7.51798    -7.55645  0.00260738
         505    -7.51488    -7.55636  0.00260352
         506    -7.51212    -7.55628  0.00259984
         507    -7.51038    -7.55619  0.00259629
         508    -7.50772    -7.55609  0.00259293
         509    -7.50416    -7.55599  0.00258984
         510    -7.50294    -7.55589  0.00258685
         511    -7.50181    -7.55578  0.00258395
         512    -7.49949    -7.55567  0.00258124
         513    -7.49729    -7.55556  0.00257872
         514    -7.49456    -7.55544  0.00257643
         515    -7.49328    -7.55532  0.00257425
         516    -7.49118    -7.55519  0.00257226
         517    -7.48959    -7.55507  0.00257042
         518    -7.48884    -7.55494  0.00256863
         519     -7.4883    -7.55481  0.00256689
         520    -7.48798    -7.55468  0.00256517
         521    -7.48757    -7.55455  0.00256348
         522    -7.48838    -7.55442   0.0025617
         523    -7.48784     -7.5543  0.00255996
         524     -7.4879    -7.55417  0.00255821
         525    -7.48857    -7.55405  0.00255639
         526    -7.48888    -7.55392  0.00255453
         527    -7.48917     -7.5538  0.00255263
         528    -7.48943    -7.55368  0.00255071
         529    -7.49033    -7.55356  0.00254869
         530    -7.49121    -7.55344   0.0025466
         531    -7.49402    -7.55333  0.00254426
         532    -7.49551    -7.55322   0.0025418
         533    -7.49793    -7.55312  0.00253915
         534    -7.50063    -7.55302  0.00253629
         535    -7.50424    -7.55293  0.00253319
         536    -7.50842    -7.55284  0.00252982
         537    -7.51187    -7.55277  0.00252626
         538     -7.5165     -7.5527  0.00252247
         539    -7.52068    -7.55264  0.00251849
         540    -7.52502    -7.55259  0.00251434
         541    -7.52886    -7.55254  0.00251008
         542    -7.53378    -7.55251  0.00250568
         543    -7.53815    -7.55248  0.00250121
         544    -7.54257    -7.55247  0.00249668
         545    -7.54736    -7.55246  0.00249211
         546    -7.55183    -7.55245  0.00248755
         547    -7.55596    -7.55246  0.00248301
         548    -7.56102    -7.55248  0.00247853
         549    -7.56569     -7.5525  0.00247413
         550    -7.56898    -7.55253  0.00246981
         551    -7.57248    -7.55257   0.0024656
         552    -7.57682    -7.55261  0.00246152
         553    -7.57971    -7.55266  0.00245756
         554     -7.5847    -7.55272   0.0024538
         555    -7.58919    -7.55278  0.00245026
         556    -7.59315    -7.55286  0.00244693
         557     -7.5966    -7.55293   0.0024438
         558    -7.59918    -7.55302  0.00244082
         559    -7.60251    -7.55311  0.00243806
         560    -7.60562     -7.5532  0.00243551
         561    -7.60753     -7.5533  0.00243309
         562     -7.6089     -7.5534  0.00243077
         563    -7.61069     -7.5535  0.00242859
         564    -7.61324     -7.5536  0.00242659
         565    -7.61462    -7.55371   0.0024247
         566    -7.61449    -7.55382  0.00242279
         567    -7.61611    -7.55393  0.00242101
         568    -7.61722    -7.55404  0.00241931
         569    -7.61913    -7.55415  0.00241776
         570    -7.61958    -7.55427  0.00241624
         571    -7.61987    -7.55438  0.00241474
         572    -7.62069     -7.5545   0.0024133
         573    -7.62202    -7.55462  0.00241196
         574    -7.62294    -7.55474  0.00241069
         575    -7.62408    -7.55486  0.00240951
         576    -7.62449    -7.55498  0.00240836
         577    -7.62387     -7.5551  0.00240715
         578     -7.6232    -7.55522  0.00240586
         579    -7.62313    -7.55533  0.00240457
         580    -7.62336    -7.55545  0.00240328
         581    -7.62324    -7.55557  0.00240197
         582    -7.62409    -7.55568  0.00240073
         583    -7.62396     -7.5558  0.00239947
         584     -7.6235    -7.55592  0.00239816
         585    -7.62305    -7.55603   0.0023968
         586    -7.62423    -7.55615  0.00239553
         587    -7.62381    -7.55626  0.00239422
         588    -7.62308    -7.55638  0.00239285
         589      -7.623    -7.55649  0.00239146
         590    -7.62327     -7.5566  0.00239008
         591    -7.62321    -7.55672  0.00238869
         592    -7.62413    -7.55683  0.00238737
         593    -7.62504    -7.55695  0.00238611
         594    -7.62531    -7.55706  0.00238487
         595    -7.62556    -7.55718  0.00238364
         596    -7.62516    -7.55729  0.00238237
         597    -7.62408     -7.5574    0.002381
         598    -7.62361    -7.55751  0.00237959
         599    -7.62343    -7.55762  0.00237816
         600    -7.62223    -7.55773  0.00237664
         601     -7.6213    -7.55784  0.00237504
         602    -7.62062    -7.55794  0.00237338
         603     -7.6202    -7.55804  0.00237169
         604    -7.61938    -7.55815  0.00236993
         605    -7.61912    -7.55825  0.00236816
         606    -7.61844    -7.55835  0.00236633
         607    -7.61733    -7.55844  0.00236443
         608    -7.61677    -7.55854  0.00236249
         609    -7.61608    -7.55863   0.0023605
         610    -7.61528    -7.55873  0.00235845
         611    -7.61402    -7.55882  0.00235633
         612     -7.6123     -7.5589   0.0023541
         613    -7.61045    -7.55899  0.00235176
         614    -7.60812    -7.55907  0.00234929
         615    -7.60629    -7.55914  0.00234672
         616     -7.6043    -7.55922  0.00234406
         617    -7.60281    -7.55929  0.00234132
         618    -7.60019    -7.55935  0.00233847
         619    -7.59708    -7.55942  0.00233549
         620    -7.59382    -7.55947  0.00233238
         621    -7.59235    -7.55952  0.00232922
         622    -7.58911    -7.55957  0.00232596
         623    -7.58571    -7.55961  0.00232261
         624    -7.58347    -7.55965   0.0023192
         625    -7.58075    -7.55969  0.00231574
         626    -7.57854    -7.55972  0.00231223
         627    -7.57556    -7.55974  0.00230868
         628    -7.57149    -7.55976  0.00230508
         629    -7.56764    -7.55977  0.00230145
         630    -7.56368    -7.55978  0.00229781
         631    -7.55899    -7.55978  0.00229417
         632    -7.55519    -7.55977  0.00229055
         633    -7.55102    -7.55976  0.00228697
         634    -7.54486    -7.55973  0.00228349
         635    -7.54061     -7.5597  0.00228009
         636    -7.53667    -7.55967  0.00227679
         637    -7.53209    -7.55962  0.00227363
         638    -7.52947    -7.55958  0.00227055
         639    -7.52462    -7.55952  0.00226766
