#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         667     2.04741     2.01822 0.000547706
         668     2.04692     2.01826  0.00054857
         669     2.04643      2.0183 0.000549363
         670     2.04592     2.01834 0.000550088
         671     2.04541     2.01838 0.000550745
         672      2.0449     2.01842 0.000551337
         673     2.04438     2.01846 0.000551866
         674     2.04387      2.0185 0.000552333
         675     2.04336     2.01854 0.000552741
         676     2.04285     2.01857 0.000553092
         677     2.04234     2.01861 0.000553388
         678     2.04185     2.01864 0.000553633
         679     2.04136     2.01867 0.000553828
         680     2.04089     2.01871 0.000553976
         681     2.04043     2.01874  0.00055408
         682     2.03998     2.01877 0.000554142
         683     2.03955      2.0188 0.000554165
         684     2.03914     2.01883 0.000554152
         685     2.03874     2.01886 0.000554105
         686     2.03837     2.01889 0.000554026
         687     2.03802     2.01892 0.000553919
         688     2.03769     2.01894 0.000553786
         689     2.03739     2.01897 0.000553629
         690     2.03711       2.019 0.000553451
         691     2.03687     2.01902 0.000553254
         692     2.03664     2.01905  0.00055304
         693     2.03645     2.01907 0.000552812
         694     2.03628      2.0191 0.000552571
         695     2.03614     2.01912  0.00055232
         696     2.03603     2.01915 0.000552061
         697     2.03595     2.01917 0.000551795
         698      2.0359     2.01919 0.000551525
         699     2.03588     2.01922 0.000551252
         700     2.03588     2.01924 0.000550979
         701     2.03591     2.01927 0.000550706
         702     2.03597     2.01929 0.000550435
         703     2.03605     2.01931 0.000550169
         704     2.03616     2.01934 0.000549907
         705     2.03629     2.01936 0.000549653
         706     2.03645     2.01939 0.000549407
         707     2.03662     2.01941 0.000549171
         708     2.03681     2.01943 0.000548945
         709     2.03702     2.01946 0.000548731
         710     2.03725     2.01948  0.00054853
         711     2.03749     2.01951 0.000548343
         712     2.03774     2.01954  0.00054817
         713       2.038     2.01956 0.000548013
         714     2.03826     2.01959 0.000547871
         715     2.03853     2.01961 0.000547745
         716     2.03881     2.01964 0.000547636
         717     2.03907     2.01967 0.000547542
         718     2.03934      2.0197 0.000547465
         719      2.0396     2.01972 0.000547403
         720     2.03985     2.01975 0.000547355
         721     2.04008     2.01978 0.000547322
         722      2.0403     2.01981 0.000547302
         723      2.0405     2.01984 0.000547293
         724     2.04068     2.01986 0.000547293
         725     2.04083     2.01989 0.000547302
