#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           29           10    -0.751837    -0.626219    -0.443997   0.00549951
           30           10    -0.751837    -0.626219    -0.443997   0.00797548
           31           10     -0.75529    -0.667972     -0.43714   0.00685807
           32           10    -0.809823    -0.711978    -0.402499     0.031044
           33           10    -0.841787     -0.67187    -0.429884    0.0129411
           34           10    -0.841787     -0.67187    -0.429884     0.019994
           35           10    -0.818485    -0.582314    -0.429307    0.0073449
           36           10    -0.726145    -0.616786    -0.432758   0.00646477
           37           10    -0.766491    -0.686545    -0.406126     0.017453
           38           10    -0.734304    -0.632524    -0.423717   0.00590713
           39           10    -0.773686    -0.706492    -0.398559     0.017378
           40           10    -0.836199    -0.671595    -0.428276    0.0096224
           41           10    -0.836199    -0.671595    -0.428276    0.0112364
           42           10    -0.836199    -0.671595    -0.428276    0.0240776
           43           10    -0.836199    -0.671595    -0.428276    0.0277715
           44           10    -0.836199    -0.671595    -0.428276    0.0113394
           45           10    -0.821562    -0.738331    -0.387661    0.0168674
           46           10    -0.821562    -0.738331    -0.387661    0.0347331
           47           10    -0.782307    -0.640204    -0.435008   0.00861449
           48           10    -0.782307    -0.640204    -0.435008   0.00928053
           49           10    -0.826928    -0.707217    -0.408541    0.0142921
           50           10    -0.780294    -0.700379    -0.410715    0.0117736
            1           11    -0.780294    -0.700379    -0.410715   0.00905234
            2           11    -0.736238    -0.665561    -0.426308   0.00796079
            3           11    -0.736238    -0.665561    -0.426308    0.0149656
            4           11    -0.786849    -0.660869     -0.42373    0.0118887
            5           11    -0.770576    -0.685162    -0.433239   0.00670453
            6           11    -0.749438    -0.655614    -0.426447    0.0104801
            7           11    -0.761441    -0.702637    -0.421631     0.011391
            8           11    -0.761441    -0.702637    -0.421631   0.00800947
            9           11    -0.761441    -0.702637    -0.421631    0.0178111
           10           11     -0.70842    -0.698659    -0.386444     0.012784
           11           11    -0.749156    -0.642919    -0.441142   0.00578122
           12           11    -0.749156    -0.642919    -0.441142   0.00748811
           13           11    -0.763763    -0.561025    -0.401608   0.00866784
           14           11    -0.763763    -0.561025    -0.401608    0.0113886
           15           11    -0.763763    -0.561025    -0.401608    0.0177928
           16           11    -0.835251    -0.555938    -0.389812   0.00845039
           17           11    -0.907361    -0.600277    -0.407366   0.00962826
           18           11    -0.839549    -0.653453    -0.444377   0.00866224
           19           11    -0.756631    -0.650281    -0.436449   0.00825605
           20           11    -0.756631    -0.650281    -0.436449    0.0174742
           21           11    -0.795662    -0.653201    -0.429293     0.011949
           22           11    -0.795662    -0.653201    -0.429293    0.0186737
           23           11    -0.861407    -0.657706    -0.412216    0.0151434
           24           11    -0.800604    -0.679829    -0.425675    0.0132635
           25           11    -0.794508    -0.653175    -0.430484    0.0102861
           26           11    -0.797045    -0.743302    -0.366128    0.0223363
           27           11    -0.722601    -0.704226    -0.404747   0.00802046
           28           11    -0.780577    -0.682773     -0.40844    0.0112091
           29           11    -0.694742    -0.678175    -0.395498     0.010642
           30           11     -0.72219    -0.595281    -0.412089    0.0076186
           31           11    -0.692213     -0.67081    -0.397401   0.00718285
           32           11    -0.692213     -0.67081    -0.397401    0.0173714
           33           11    -0.765595     -0.63892    -0.427308    0.0113852
           34           11    -0.693136    -0.589902    -0.394684    0.0100656
           35           11    -0.693136    -0.589902    -0.394684   0.00904978
           36           11    -0.663088    -0.648435    -0.390663   0.00855353
           37           11    -0.639017    -0.674994    -0.356803    0.0089605
           38           11    -0.561941    -0.675697    -0.286945    0.0107299
           39           11    -0.561941    -0.675697    -0.286945    0.0158648
           40           11    -0.592005    -0.708325    -0.323078    0.0105528
           41           11    -0.592005    -0.708325    -0.323078     0.013926
           42           11    -0.558212    -0.762398    -0.319966     0.014703
           43           11    -0.558212    -0.762398    -0.319966    0.0157257
           44           11    -0.497257     -0.79027    -0.265195    0.0143204
           45           11    -0.502827    -0.743395     -0.26314    0.0138957
           46           11    -0.502827    -0.743395     -0.26314    0.0141223
           47           11    -0.502827    -0.743395     -0.26314    0.0131759
           48           11    -0.453903     -0.78027    -0.276058    0.0161439
           49           11    -0.493876    -0.855686    -0.275786     0.021271
           50           11    -0.498155    -0.843363    -0.304214    0.0161348
            1           12    -0.498155    -0.843363    -0.304214    0.0482342
            2           12    -0.500712    -0.821524    -0.276707    0.0120904
            3           12    -0.454002    -0.771798    -0.259712    0.0141136
            4           12    -0.454002    -0.771798    -0.259712    0.0154775
            5           12    -0.499429    -0.808687    -0.313417    0.0145787
            6           12     -0.45434    -0.870274    -0.260584    0.0178057
            7           12    -0.472088    -0.911308    -0.246284    0.0399194
            8           12    -0.489557    -0.934182    -0.284005    0.0223282
            9           12    -0.546685    -0.883674    -0.275294     0.024597
           10           12    -0.534829    -0.887442    -0.277878    0.0271445
           11           12    -0.591849    -0.836594    -0.280624    0.0237457
           12           12    -0.591948    -0.774617    -0.317152     0.016974
           13           12    -0.523272    -0.797575    -0.262037    0.0166196
           14           12    -0.588219    -0.838657    -0.279211    0.0205175
           15           12    -0.588219    -0.838657    -0.279211    0.0180271
           16           12    -0.661675      -0.8037    -0.289993    0.0278722
           17           12    -0.665818     -0.83799     -0.32325    0.0207185
           18           12    -0.665818     -0.83799     -0.32325    0.0352367
           19           12    -0.660799    -0.784152     -0.36293    0.0177969
           20           12    -0.660799    -0.784152     -0.36293    0.0177878
